Date,Open,High,Low,Close ,Adj Close ,Volume
21-Jan-25,432.64,433.2,406.31,424.07,424.07,"87,320,900"
17-Jan-25,421.5,439.74,419.75,426.5,426.5,"94,991,400"
16-Jan-25,423.49,424,409.13,413.82,413.82,"68,335,200"
15-Jan-25,409.9,429.8,405.66,428.22,428.22,"81,375,500"
14-Jan-25,414.34,422.64,394.54,396.36,396.36,"84,565,000"
13-Jan-25,383.21,403.79,380.07,403.31,403.31,"67,580,500"
10-Jan-25,391.4,399.28,377.29,394.74,394.74,"62,287,300"
8-Jan-25,392.95,402.5,387.4,394.94,394.94,"73,038,800"
7-Jan-25,405.83,414.33,390,394.36,394.36,"75,699,500"
6-Jan-25,423.2,426.43,401.7,411.05,411.05,"85,516,500"
3-Jan-25,381.48,411.88,379.45,410.44,410.44,"95,423,300"
2-Jan-25,390.1,392.73,373.04,379.28,379.28,"109,710,700"
31-Dec-24,423.79,427.93,402.54,403.84,403.84,"76,825,100"
30-Dec-24,419.4,427,415.75,417.41,417.41,"64,941,000"
27-Dec-24,449.52,450,426.5,431.66,431.66,"82,666,800"
26-Dec-24,465.16,465.33,451.02,454.13,454.13,"76,366,400"
24-Dec-24,435.9,462.78,435.14,462.28,462.28,"59,551,800"
23-Dec-24,431,434.51,415.41,430.6,430.6,"72,698,100"
20-Dec-24,425.51,447.08,417.64,421.06,421.06,"132,216,200"
19-Dec-24,451.88,456.36,420.02,436.17,436.17,"118,566,100"
18-Dec-24,466.5,488.54,427.01,440.13,440.13,"149,340,800"
17-Dec-24,475.9,483.99,457.51,479.86,479.86,"131,223,000"
16-Dec-24,441.09,463.19,436.15,463.02,463.02,"114,083,800"
13-Dec-24,420,436.3,415.71,436.23,436.23,"89,000,200"
12-Dec-24,424.84,429.3,415,418.1,418.1,"87,752,200"
11-Dec-24,409.7,424.88,402.38,424.77,424.77,"104,287,600"
10-Dec-24,392.68,409.73,390.85,400.99,400.99,"97,563,600"
9-Dec-24,397.61,404.8,378.01,389.79,389.79,"96,359,200"
6-Dec-24,377.42,389.49,370.8,389.22,389.22,"81,455,800"
5-Dec-24,359.87,375.43,359.5,369.49,369.49,"81,403,600"
4-Dec-24,353,358.1,348.6,357.93,357.93,"50,810,900"
3-Dec-24,351.8,355.69,348.2,351.42,351.42,"58,267,200"
2-Dec-24,352.38,360,351.15,357.09,357.09,"77,986,500"
29-Nov-24,336.08,345.45,334.65,345.16,345.16,"37,167,600"
27-Nov-24,341.8,342.55,326.59,332.89,332.89,"57,896,400"
26-Nov-24,341,346.96,335.66,338.23,338.23,"62,295,900"
25-Nov-24,360.14,361.93,338.2,338.59,338.59,"95,890,900"
22-Nov-24,341.09,361.53,337.7,352.56,352.56,"89,140,700"
21-Nov-24,343.81,347.99,335.28,339.64,339.64,"58,011,700"
20-Nov-24,345,346.6,334.3,342.03,342.03,"66,340,700"
19-Nov-24,335.76,347.38,332.75,346,346,"88,852,500"
18-Nov-24,340.73,348.55,330.01,338.74,338.74,"126,547,500"
15-Nov-24,310.57,324.68,309.22,320.72,320.72,"114,440,300"
14-Nov-24,327.69,329.98,310.37,311.18,311.18,"120,726,100"
13-Nov-24,335.85,344.6,322.5,330.24,330.24,"125,405,600"
12-Nov-24,342.74,345.84,323.31,328.49,328.49,"155,726,000"
11-Nov-24,346.3,358.64,336,350,350,"210,521,600"
8-Nov-24,299.14,328.71,297.66,321.22,321.22,"204,782,800"
7-Nov-24,288.89,299.75,285.52,296.91,296.91,"117,309,200"
6-Nov-24,284.67,289.59,275.62,288.53,288.53,"165,228,700"
5-Nov-24,247.34,255.28,246.21,251.44,251.44,"69,282,500"
4-Nov-24,244.56,248.9,238.88,242.84,242.84,"68,802,400"
1-Nov-24,252.04,254,246.63,248.98,248.98,"57,544,800"
31-Oct-24,257.99,259.75,249.25,249.85,249.85,"66,575,300"
30-Oct-24,258.04,263.35,255.82,257.55,257.55,"53,993,600"
29-Oct-24,264.51,264.98,255.51,259.52,259.52,"80,521,800"
28-Oct-24,270,273.54,262.24,262.51,262.51,"107,653,600"
25-Oct-24,256.01,269.49,255.32,269.19,269.19,"161,611,900"
24-Oct-24,244.68,262.12,242.65,260.48,260.48,"204,491,900"
23-Oct-24,217.13,218.72,212.11,213.65,213.65,"80,938,900"
22-Oct-24,217.31,218.22,215.26,217.97,217.97,"43,268,700"
21-Oct-24,218.9,220.48,215.73,218.85,218.85,"47,329,000"
18-Oct-24,220.71,222.28,219.23,220.7,220.7,"49,611,900"
17-Oct-24,221.59,222.08,217.9,220.89,220.89,"50,791,800"
16-Oct-24,221.4,222.82,218.93,221.33,221.33,"49,632,800"
15-Oct-24,220.01,224.26,217.12,219.57,219.57,"62,988,800"
14-Oct-24,220.13,221.91,213.74,219.16,219.16,"86,291,900"
11-Oct-24,220.13,223.34,214.38,217.8,217.8,"142,628,900"
10-Oct-24,241.81,242.79,232.34,238.77,238.77,"83,087,100"
9-Oct-24,243.82,247.43,239.51,241.05,241.05,"66,289,500"
8-Oct-24,243.56,246.21,240.56,244.5,244.5,"56,303,200"
7-Oct-24,249,249.83,240.7,240.83,240.83,"68,113,300"
4-Oct-24,246.69,250.96,244.58,250.08,250.08,"86,573,200"
3-Oct-24,244.48,249.79,237.81,240.66,240.66,"80,729,200"
2-Oct-24,247.55,251.16,241.5,249.02,249.02,"93,983,900"
1-Oct-24,262.67,263.98,248.53,258.02,258.02,"87,397,600"
30-Sep-24,259.04,264.86,255.77,261.63,261.63,"80,705,700"
27-Sep-24,257.38,260.7,254.12,260.46,260.46,"70,988,100"
26-Sep-24,260.6,261.75,251.53,254.22,254.22,"67,142,200"
25-Sep-24,252.54,257.05,252.28,257.02,257.02,"65,034,300"
24-Sep-24,254.08,257.19,249.05,254.27,254.27,"88,491,000"
23-Sep-24,242.61,250,241.92,250,250,"86,927,200"
20-Sep-24,241.52,243.99,235.92,238.25,238.25,"99,879,100"
19-Sep-24,234,244.24,232.13,243.92,243.92,"102,694,600"
18-Sep-24,230.09,235.68,226.88,227.2,227.2,"78,010,200"
17-Sep-24,229.45,234.57,226.55,227.87,227.87,"66,761,600"
16-Sep-24,229.3,229.96,223.53,226.78,226.78,"54,323,000"
13-Sep-24,228,232.67,226.32,230.29,230.29,"59,515,100"
12-Sep-24,224.66,231.45,223.83,229.81,229.81,"72,020,000"
11-Sep-24,224.55,228.47,216.8,228.13,228.13,"83,548,600"
10-Sep-24,220.07,226.4,218.64,226.17,226.17,"78,891,100"
9-Sep-24,216.2,219.87,213.67,216.27,216.27,"67,443,500"
6-Sep-24,232.6,233.6,210.51,210.73,210.73,"112,177,000"
5-Sep-24,223.49,235,222.25,230.17,230.17,"119,355,000"
4-Sep-24,210.59,222.22,210.57,219.41,219.41,"80,651,800"
3-Sep-24,215.26,219.9,209.64,210.6,210.6,"76,714,200"
30-Aug-24,208.63,214.57,207.03,214.11,214.11,"63,370,600"
29-Aug-24,209.8,214.89,205.97,206.28,206.28,"62,308,800"
28-Aug-24,209.72,211.84,202.59,205.75,205.75,"64,116,400"
27-Aug-24,213.25,215.66,206.94,209.21,209.21,"62,821,400"
26-Aug-24,218.75,219.09,211.01,213.21,213.21,"59,301,200"
23-Aug-24,214.46,221.48,214.21,220.32,220.32,"81,525,200"
22-Aug-24,223.82,224.8,210.32,210.66,210.66,"79,514,500"
21-Aug-24,222.67,224.66,218.86,223.27,223.27,"70,146,000"
20-Aug-24,224.88,228.22,219.56,221.1,221.1,"74,001,200"
19-Aug-24,217.07,222.98,214.09,222.72,222.72,"76,435,200"
16-Aug-24,211.15,219.8,210.8,216.12,216.12,"88,765,100"
15-Aug-24,205.02,215.88,204.82,214.14,214.14,"89,848,500"
14-Aug-24,207.39,208.44,198.75,201.38,201.38,"70,250,000"
13-Aug-24,198.47,208.49,197.06,207.83,207.83,"76,247,400"
12-Aug-24,199.02,199.26,194.67,197.49,197.49,"64,044,900"
9-Aug-24,197.05,200.88,195.11,200,200,"58,648,300"
8-Aug-24,195.7,200.7,192.04,198.84,198.84,"65,033,900"
7-Aug-24,200.77,203.49,191.48,191.76,191.76,"71,159,800"
6-Aug-24,200.75,202.9,192.67,200.64,200.64,"73,783,900"
5-Aug-24,185.22,203.88,182,198.88,198.88,"100,308,800"
2-Aug-24,214.88,216.13,205.78,207.67,207.67,"82,880,100"
1-Aug-24,227.69,231.87,214.33,216.86,216.86,"83,861,900"
31-Jul-24,227.9,234.68,226.79,232.07,232.07,"67,497,000"
30-Jul-24,232.25,232.41,220,222.62,222.62,"100,560,300"
29-Jul-24,224.9,234.27,224.7,232.1,232.1,"129,201,800"
26-Jul-24,221.19,222.28,215.33,219.8,219.8,"94,604,100"
25-Jul-24,216.8,226,216.23,220.25,220.25,"100,636,500"
24-Jul-24,225.42,225.99,214.71,215.99,215.99,"167,942,900"
23-Jul-24,253.6,255.76,245.63,246.38,246.38,"111,928,200"
22-Jul-24,244.21,253.21,243.75,251.51,251.51,"101,225,400"
19-Jul-24,247.79,249.44,236.83,239.2,239.2,"87,403,900"
18-Jul-24,251.09,257.14,247.2,249.23,249.23,"110,869,000"
17-Jul-24,252.73,258.47,246.18,248.5,248.5,"115,584,800"
16-Jul-24,255.31,258.62,245.8,256.56,256.56,"126,332,500"
15-Jul-24,255.97,265.6,251.73,252.64,252.64,"146,912,900"
12-Jul-24,235.8,251.84,233.09,248.23,248.23,"155,955,800"
11-Jul-24,263.3,271,239.65,241.03,241.03,"221,707,300"
10-Jul-24,262.8,267.59,257.86,263.26,263.26,"128,519,400"
9-Jul-24,251,265.61,250.3,262.33,262.33,"160,210,900"
8-Jul-24,247.71,259.44,244.57,252.94,252.94,"157,219,600"
5-Jul-24,249.81,252.37,242.46,251.52,251.52,"154,501,200"
3-Jul-24,234.56,248.35,234.25,246.39,246.39,"166,561,500"
2-Jul-24,218.89,231.3,218.06,231.26,231.26,"205,047,900"
1-Jul-24,201.02,213.23,200.85,209.86,209.86,"135,691,400"
28-Jun-24,199.55,203.2,195.26,197.88,197.88,"95,438,100"
27-Jun-24,195.17,198.72,194.05,197.42,197.42,"72,746,500"
26-Jun-24,186.54,197.76,186.36,196.37,196.37,"95,737,100"
25-Jun-24,184.4,187.97,182.01,187.35,187.35,"63,678,300"
24-Jun-24,184.97,188.8,182.55,182.58,182.58,"61,992,100"
21-Jun-24,182.3,183.95,180.69,183.01,183.01,"63,029,500"
20-Jun-24,184.68,185.21,179.66,181.57,181.57,"55,893,100"
18-Jun-24,186.56,187.2,182.37,184.86,184.86,"68,982,300"
17-Jun-24,177.92,188.81,177,187.44,187.44,"109,786,100"
14-Jun-24,185.8,186,176.92,178.01,178.01,"82,038,200"
13-Jun-24,188.39,191.08,181.23,182.47,182.47,"118,984,100"
12-Jun-24,171.12,180.55,169.8,177.29,177.29,"90,389,400"
11-Jun-24,173.92,174.75,167.41,170.66,170.66,"64,761,900"
10-Jun-24,176.06,178.57,173.17,173.79,173.79,"50,869,700"
7-Jun-24,176.13,179.35,175.58,177.48,177.48,"56,244,900"
6-Jun-24,174.6,179.73,172.73,177.94,177.94,"69,887,000"
5-Jun-24,175.35,176.15,172.13,175,175,"57,953,800"
4-Jun-24,174.78,177.76,174,174.77,174.77,"60,056,300"
3-Jun-24,178.13,182.64,174.49,176.29,176.29,"68,568,900"
31-May-24,178.5,180.32,173.82,178.08,178.08,"67,314,600"
30-May-24,178.58,182.67,175.38,178.79,178.79,"77,784,800"
29-May-24,174.19,178.15,173.93,176.19,176.19,"54,782,600"
28-May-24,176.4,178.25,173.16,176.75,176.75,"59,736,600"
24-May-24,174.84,180.08,173.73,179.24,179.24,"65,479,700"
23-May-24,181.8,181.9,173.26,173.74,173.74,"71,975,500"
22-May-24,182.85,183.8,178.12,180.11,180.11,"88,313,500"
21-May-24,175.51,186.88,174.71,186.6,186.6,"115,266,500"
20-May-24,177.56,177.75,173.52,174.95,174.95,"61,727,400"
17-May-24,173.55,179.63,172.75,177.46,177.46,"77,445,800"
16-May-24,174.1,175.79,171.43,174.84,174.84,"59,812,200"
15-May-24,179.9,180,173.11,173.99,173.99,"79,663,000"
14-May-24,174.5,179.49,174.07,177.55,177.55,"86,407,400"
13-May-24,170,175.4,169,171.89,171.89,"67,018,900"
10-May-24,173.05,173.06,167.75,168.47,168.47,"72,627,200"
9-May-24,175.01,175.62,171.37,171.97,171.97,"65,950,300"
8-May-24,171.59,176.06,170.15,174.72,174.72,"79,969,500"
7-May-24,182.4,183.26,177.4,177.81,177.81,"75,045,900"
6-May-24,183.8,187.56,182.2,184.76,184.76,"84,390,300"
3-May-24,182.1,184.78,178.42,181.19,181.19,"75,491,500"
2-May-24,182.86,184.6,176.02,180.01,180.01,"89,148,000"
1-May-24,182,185.86,179.01,179.99,179.99,"92,829,700"
30-Apr-24,186.98,190.95,182.84,183.28,183.28,"127,031,800"
29-Apr-24,188.42,198.87,184.54,194.05,194.05,"243,869,700"
26-Apr-24,168.85,172.12,166.37,168.29,168.29,"109,815,700"
